NEW_COD_STUDENT,YEAR,SEMESTER,Course_encode,COURSE_NAME,COURSE_ID
6186,2009,1T,155 807 1639 1505 332,QUêMICA ORGçNICA II ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B ECOLOGêA Y EDUCACIîN AMBIENTAL (B) TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),FIEC02105 FIEC01545 FIEC03053 FIEC05884 FIEC06098
6186,2009,2T,18 1567 156 631 1421,DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) LAB.DE QUêMICA ORGçNICA II RECUPERACION MEJORADA HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC02097 FIEC03459 FIEC05322 ICHE03541 FIEC05405
6206,2005,1T,898 193 953 290,EDUCACIîN MUSICAL INGLƒS AVANZADO B SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN TEORêA DEL ARTE,FIEC04358 ICQ00018 ICF00687 ICM01941
6206,2005,2T,580 416 253 953 612,DERECHO II COMPORTAMIENTO ORGANIZACIONAL SISTEMAS TƒRMICOS I SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN CONCEPTOS DE ESTRUCTURA DE DATOS(TF),FIEC04341 ICM00604 FIEC05231 ICF00687 ICM01958
6206,2006,1T,580 168 247 612,DERECHO II INGLƒS BçSICO A TRANSFERENCIA DE CALOR II CONCEPTOS DE ESTRUCTURA DE DATOS(TF),FIEC04341 ICHE00885 FMAR04093 ICM01958
6206,2007,1T,195 147 788 37,INGLƒS AVANZADO B TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA ECOL.EDUC.AMB. LOGêSTICA I,ICHE02675 ICM00166 FIEC03012 CELEX00067
6206,2007,2T,147 788 218 407,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA ECOL.EDUC.AMB. CUENTAS NACIONALES COMPORTAMIENTO ORGANIZACIONAL,ICM00166 FIEC03012 FIEC04622 ICHE00893
6206,2008,1T,65 197 1569 787 17,INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO B SISTEMAS DE INFORMACIîN TEC.EXP.ORAL Y ESCR. PLANEAC.RECURSOS MANUFACTURA (IAPI),ICHE00877 FIEC01735 FIEC04366 FIEC01552 FIEC05645
6206,2008,2T,84 461 447 328 1421 446 562,SISTEMAS DISTRIBUIDOS ADM. RURAL Y COMERCIALIZACIîN COMPORTAMIENTO ORGANIZACIONAL TEORêA DEL ARTE HERRAMIENTAS DE COLABORACIîN DIGITAL PSICOLOGêA INDUSTRIAL FUNDAMENTOS DE AUDITORêA,ICHE02089 FIEC00299 FIEC04655 FIEC04382 FIEC05405 FIEC05603 FIMP08490
6206,2009,1T,787 276 1425 1491 1422 936,TEC.EXP.ORAL Y ESCR. TEORêA DEL ARTE HERRAMIENTAS DE COLABORACIîN DIGITAL BIOLOGêA MARINA HERRAMIENTAS DE COLABORACIîN DIGITAL GEOQUêMICA,FIEC01552 ICHE01693 FIEC05439 FIEC05413 FIEC05421 FIEC05488
6206,2009,2T,1567 227 631 1426 38,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) RECUPERACION MEJORADA HERRAMIENTAS DE COLABORACIîN DIGITAL PRODUCCIîN II (1997),FIEC03459 FIEC05553 ICHE03541 FIEC03392 CELEX00075
6206,2010,1T,463 155 1638 1505 39 399,MARKETING ESTRATEGICO QUêMICA ORGçNICA II INGLƒS AVANZADO A ECOLOGêA Y EDUCACIîN AMBIENTAL (B) LOGêSTICA INGENIERêA SANITARIA II,FIEC03319 FIEC02105 FIEC03046 FIEC05884 CELEX00091 ICHE01545
6206,2010,2T,807 1639 156 42 158,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B LAB.DE QUêMICA ORGçNICA II LOGêSTICA DISE„O Y CONTROL DE EMPAQUE,FIEC01545 FIEC03053 FIEC05322 CELEX00109 FIEC06445
6206,2011,1T,18 154 41,DISE„O PARA MANUFACTURA DISE„O Y CONTROL DE EMPAQUE PRODUCCIîN II (1997),FIEC02097 FIEC05306 CELEX00117
6218,2005,1T,580 898 722 953 290,DERECHO II EDUCACIîN MUSICAL FIS.EXPERIMENTAL I SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN TEORêA DEL ARTE,FIEC04341 FIEC04358 ICM00901 ICF00687 ICM01941
6218,2005,2T,416 193 612 445,COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B CONCEPTOS DE ESTRUCTURA DE DATOS(TF) GESTIîN DE PERSONAL,ICM00604 ICQ00018 ICM01958 FIEC05660
6218,2006,1T,65 168 788 247 37 415 358,INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO A ECOL.EDUC.AMB. TRANSFERENCIA DE CALOR II LOGêSTICA I COMPORTAMIENTO ORGANIZACIONAL ETNOGRAFêA Y FOLKLOR,ICHE00877 ICHE00885 FIEC03012 FMAR04093 CELEX00067 ICM01966 ICF00703
6218,2006,2T,147 197 1569 447 218 407,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B SISTEMAS DE INFORMACIîN COMPORTAMIENTO ORGANIZACIONAL CUENTAS NACIONALES COMPORTAMIENTO ORGANIZACIONAL,ICM00166 FIEC01735 FIEC04366 FIEC04655 FIEC04622 ICHE00893
6218,2007,1T,227 17 1024 273,CONTABILIDAD I (1998-3) PLANEAC.RECURSOS MANUFACTURA (IAPI) HERRAMIENTAS DE COLABORACIîN DIGITAL TEORêA DEL ARTE,FIEC05553 FIEC05645 ICHE00612 ICHE00604
6218,2007,2T,461 787 1505 936,ADM. RURAL Y COMERCIALIZACIîN TEC.EXP.ORAL Y ESCR. ECOLOGêA Y EDUCACIîN AMBIENTAL (B) GEOQUêMICA,FIEC00299 FIEC01552 FIEC05884 FIEC05488
6218,2008,1T,463 1567 155 1638 986 123,MARKETING ESTRATEGICO ECOLOGêA Y EDUCACIîN AMBIENTAL (B) QUêMICA ORGçNICA II INGLƒS AVANZADO A GEOGRAFêA FêSICA Y AMBIENTAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC03319 FIEC03459 FIEC02105 FIEC03046 FIEC05355 ICHE00448
6218,2008,2T,18 807 1639 631 446,DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B RECUPERACION MEJORADA PSICOLOGêA INDUSTRIAL,FIEC02097 FIEC01545 FIEC03053 ICHE03541 FIEC05603
6218,2009,1T,154 38 399 332 158,DISE„O Y CONTROL DE EMPAQUE PRODUCCIîN II (1997) INGENIERêA SANITARIA II TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B) DISE„O Y CONTROL DE EMPAQUE,FIEC05306 CELEX00075 ICHE01545 FIEC06098 FIEC06445
6218,2009,2T,156 1426 40 39 465,LAB.DE QUêMICA ORGçNICA II HERRAMIENTAS DE COLABORACIîN DIGITAL LOGêSTICA I LOGêSTICA GESTION DE MERCADEO,FIEC05322 FIEC03392 CELEX00083 CELEX00091 FIEC05611
6257,2005,1T,580 898 65 193 953 290,DERECHO II EDUCACIîN MUSICAL INVESTIGACIîN DE OPERACIONES II INGLƒS AVANZADO B SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN TEORêA DEL ARTE,FIEC04341 FIEC04358 ICHE00877 ICQ00018 ICF00687 ICM01941
6257,2005,2T,580 416 722 253 290,DERECHO II COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I SISTEMAS TƒRMICOS I TEORêA DEL ARTE,FIEC04341 ICM00604 ICM00901 FIEC05231 ICM01941
6257,2006,1T,580 953 612,DERECHO II SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN CONCEPTOS DE ESTRUCTURA DE DATOS(TF),FIEC04341 ICF00687 ICM01958
6257,2006,2T,168 416 415,INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,ICHE00885 ICM00604 ICM01966
6257,2007,1T,195 147 788 247,INGLƒS AVANZADO B TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA ECOL.EDUC.AMB. TRANSFERENCIA DE CALOR II,ICHE02675 ICM00166 FIEC03012 FMAR04093
6257,2007,2T,84 1569 787 218 407 358,SISTEMAS DISTRIBUIDOS SISTEMAS DE INFORMACIîN TEC.EXP.ORAL Y ESCR. CUENTAS NACIONALES COMPORTAMIENTO ORGANIZACIONAL ETNOGRAFêA Y FOLKLOR,ICHE02089 FIEC04366 FIEC01552 FIEC04622 ICHE00893 ICF00703
6257,2008,1T,461 275 1567 227 447,ADM. RURAL Y COMERCIALIZACIîN TEORêA DEL ARTE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) COMPORTAMIENTO ORGANIZACIONAL,FIEC00299 ICHE02709 FIEC03459 FIEC05553 FIEC04655
6257,2008,2T,463 1567 1638 631 1505 936 123,MARKETING ESTRATEGICO ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS AVANZADO A RECUPERACION MEJORADA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) GEOQUêMICA EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC03319 FIEC03459 FIEC03046 ICHE03541 FIEC05884 FIEC05488 ICHE00448
6257,2009,1T,18 155 807 1639 1211 158,DISE„O PARA MANUFACTURA QUêMICA ORGçNICA II ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B CONTROLES INDUSTRIALES ELƒCTRICOS DISE„O Y CONTROL DE EMPAQUE,FIEC02097 FIEC02105 FIEC01545 FIEC03053 ICHE04101 FIEC06445
6257,2009,2T,18 154 156 171,DISE„O PARA MANUFACTURA DISE„O Y CONTROL DE EMPAQUE LAB.DE QUêMICA ORGçNICA II INGLƒS BçSICO A,FIEC02097 FIEC05306 FIEC05322 ICHE04218
6257,2010,1T,18 399 368,DISE„O PARA MANUFACTURA INGENIERêA SANITARIA II INGENIERêA SANITARIA II,FIEC02097 ICHE01545 FIEC06064
6273,2005,1T,580 898 722 193 953 290,DERECHO II EDUCACIîN MUSICAL FIS.EXPERIMENTAL I INGLƒS AVANZADO B SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN TEORêA DEL ARTE,FIEC04341 FIEC04358 ICM00901 ICQ00018 ICF00687 ICM01941
6273,2005,2T,580 65 168 416 253 612,DERECHO II INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL SISTEMAS TƒRMICOS I CONCEPTOS DE ESTRUCTURA DE DATOS(TF),FIEC04341 ICHE00877 ICHE00885 ICM00604 FIEC05231 ICM01958
6273,2006,1T,147 788 247 291 358,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA ECOL.EDUC.AMB. TRANSFERENCIA DE CALOR II TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B) ETNOGRAFêA Y FOLKLOR,ICM00166 FIEC03012 FMAR04093 ICM01974 ICF00703
6273,2006,2T,195 197 447 328 218,INGLƒS AVANZADO B INGLƒS BçSICO B COMPORTAMIENTO ORGANIZACIONAL TEORêA DEL ARTE CUENTAS NACIONALES,ICHE02675 FIEC01735 FIEC04655 FIEC04382 FIEC04622
6273,2007,1T,461 1569 227 1076 216 407,ADM. RURAL Y COMERCIALIZACIîN SISTEMAS DE INFORMACIîN CONTABILIDAD I (1998-3) TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) INGLƒS AVANZADO A COMPORTAMIENTO ORGANIZACIONAL,FIEC00299 FIEC04366 FIEC05553 FIEC00075 FIEC01800 ICHE00893
6273,2007,2T,787 1638 462 1853 1505,TEC.EXP.ORAL Y ESCR. INGLƒS AVANZADO A MOD:EXTENS.RURAL Y COOPERAT. PROTECCIONES ELECTRICA (1998) ECOLOGêA Y EDUCACIîN AMBIENTAL (B),FIEC01552 FIEC03046 FIEC00745 FIEC05561 FIEC05884
6273,2008,1T,463 17 807 1639 936 2126,MARKETING ESTRATEGICO PLANEAC.RECURSOS MANUFACTURA (IAPI) ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B GEOQUêMICA ESTADêSTICA INFERENCIAL,FIEC03319 FIEC05645 FIEC01545 FIEC03053 FIEC05488 EDCOM00208
6273,2008,2T,18 1567 292 460 631 123 2127,DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) TEORêA DEL ARTE MOD:EXTENS.RURAL Y COOPERAT. RECUPERACION MEJORADA EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) MUESTREO Y DISE„O DE CUESTIONARIOS,FIEC02097 FIEC03459 FIEC01099 FIEC00679 ICHE03541 ICHE00448 EDCOM00224
6273,2009,1T,155 819 1188 1217 1319,QUêMICA ORGçNICA II TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B) LABORATORIO DE REDES ELƒCTRICAS LABORATORIO DE CONTROLES  INDUSTRIALES ELƒCTRICOS CONSTRUCCIONES RURALES,FIEC02105 EDCOM00281 EDCOM00133 EDCOM00240 PRTCO02246
6289,2005,2T,65 193 253 953 290,INVESTIGACIîN DE OPERACIONES II INGLƒS AVANZADO B SISTEMAS TƒRMICOS I SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN TEORêA DEL ARTE,ICHE00877 ICQ00018 FIEC05231 ICF00687 ICM01941
6289,2006,1T,580 898 722 953 612,DERECHO II EDUCACIîN MUSICAL FIS.EXPERIMENTAL I SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN CONCEPTOS DE ESTRUCTURA DE DATOS(TF),FIEC04341 FIEC04358 ICM00901 ICF00687 ICM01958
6289,2006,2T,168 788 247 37 415 358,INGLƒS BçSICO A ECOL.EDUC.AMB. TRANSFERENCIA DE CALOR II LOGêSTICA I COMPORTAMIENTO ORGANIZACIONAL ETNOGRAFêA Y FOLKLOR,ICHE00885 FIEC03012 FMAR04093 CELEX00067 ICM01966 ICF00703
6289,2007,1T,197 787 17 218 291,INGLƒS BçSICO B TEC.EXP.ORAL Y ESCR. PLANEAC.RECURSOS MANUFACTURA (IAPI) CUENTAS NACIONALES TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),FIEC01735 FIEC01552 FIEC05645 FIEC04622 ICM01974
6289,2007,2T,195 461 227 447 1421,INGLƒS AVANZADO B ADM. RURAL Y COMERCIALIZACIîN CONTABILIDAD I (1998-3) COMPORTAMIENTO ORGANIZACIONAL HERRAMIENTAS DE COLABORACIîN DIGITAL,ICHE02675 FIEC00299 FIEC05553 FIEC04655 FIEC05405
6289,2008,1T,463 1638 388 328 1505 1422 1211,MARKETING ESTRATEGICO INGLƒS AVANZADO A INGENIERêA SANITARIA II TEORêA DEL ARTE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) HERRAMIENTAS DE COLABORACIîN DIGITAL CONTROLES INDUSTRIALES ELƒCTRICOS,FIEC03319 FIEC03046 FIEC05579 FIEC04382 FIEC05884 FIEC05421 ICHE04101
6289,2008,2T,18 807 1639 631 38 40 1425,DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B RECUPERACION MEJORADA PRODUCCIîN II (1997) LOGêSTICA I HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC02097 FIEC01545 FIEC03053 ICHE03541 CELEX00075 CELEX00083 FIEC05439
6289,2009,1T,276 154 462 1326 1491 1424 332,TEORêA DEL ARTE DISE„O Y CONTROL DE EMPAQUE MOD:EXTENS.RURAL Y COOPERAT. DISE„O GRçFICO Y TOPOGRAFêA BIOLOGêA MARINA HERRAMIENTAS DE COLABORACIîN DIGITAL TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),ICHE01693 FIEC05306 FIEC00745 ICHE03707 FIEC05413 FIEC05462 FIEC06098
6289,2009,2T,1569 1567 42 694,SISTEMAS DE INFORMACIîN ECOLOGêA Y EDUCACIîN AMBIENTAL (B) LOGêSTICA SISTEMAS LINEALES,FIEC04366 FIEC03459 CELEX00109 FMAR02162
6314,2005,1T,580 898 193 38 37 953 290,DERECHO II EDUCACIîN MUSICAL INGLƒS AVANZADO B PRODUCCIîN II (1997) LOGêSTICA I SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN TEORêA DEL ARTE,FIEC04341 FIEC04358 ICQ00018 CELEX00075 CELEX00067 ICF00687 ICM01941
6314,2005,2T,580 65 416 253 953 612,DERECHO II INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL SISTEMAS TƒRMICOS I SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN CONCEPTOS DE ESTRUCTURA DE DATOS(TF),FIEC04341 ICHE00877 ICM00604 FIEC05231 ICF00687 ICM01958
6314,2005,3T,416 40 39,COMPORTAMIENTO ORGANIZACIONAL LOGêSTICA I LOGêSTICA,ICM00604 CELEX00083 CELEX00091
6314,2006,1T,168 722 247 612,INGLƒS BçSICO A FIS.EXPERIMENTAL I TRANSFERENCIA DE CALOR II CONCEPTOS DE ESTRUCTURA DE DATOS(TF),ICHE00885 ICM00901 FMAR04093 ICM01958
6314,2006,2T,195 788 415 358,INGLƒS AVANZADO B ECOL.EDUC.AMB. COMPORTAMIENTO ORGANIZACIONAL ETNOGRAFêA Y FOLKLOR,ICHE02675 FIEC03012 ICM01966 ICF00703
6314,2007,1T,147 197 218 407,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B CUENTAS NACIONALES COMPORTAMIENTO ORGANIZACIONAL,ICM00166 FIEC01735 FIEC04622 ICHE00893
6314,2007,2T,197 84 1569 227 17 41,INGLƒS BçSICO B SISTEMAS DISTRIBUIDOS SISTEMAS DE INFORMACIîN CONTABILIDAD I (1998-3) PLANEAC.RECURSOS MANUFACTURA (IAPI) PRODUCCIîN II (1997),FIEC01735 ICHE02089 FIEC04366 FIEC05553 FIEC05645 CELEX00117
6314,2008,1T,461 275 787 1638 123,ADM. RURAL Y COMERCIALIZACIîN TEORêA DEL ARTE TEC.EXP.ORAL Y ESCR. INGLƒS AVANZADO A EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC00299 ICHE02709 FIEC01552 FIEC03046 ICHE00448
6314,2008,2T,463 1567 447 807 1639 631,MARKETING ESTRATEGICO ECOLOGêA Y EDUCACIîN AMBIENTAL (B) COMPORTAMIENTO ORGANIZACIONAL ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B RECUPERACION MEJORADA,FIEC03319 FIEC03459 FIEC04655 FIEC01545 FIEC03053 ICHE03541
6314,2009,1T,18 155 1505 399 332,DISE„O PARA MANUFACTURA QUêMICA ORGçNICA II ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGENIERêA SANITARIA II TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),FIEC02097 FIEC02105 FIEC05884 ICHE01545 FIEC06098
6314,2009,2T,154 156 464 1211,DISE„O Y CONTROL DE EMPAQUE LAB.DE QUêMICA ORGçNICA II MARKETING SERVICIO CONTROLES INDUSTRIALES ELƒCTRICOS,FIEC05306 FIEC05322 FIEC05637 ICHE04101
6314,2010,1T,986 1426 368,GEOGRAFêA FêSICA Y AMBIENTAL HERRAMIENTAS DE COLABORACIîN DIGITAL INGENIERêA SANITARIA II,FIEC05355 FIEC03392 FIEC06064
6330,2005,2T,580 898 193 253 290,DERECHO II EDUCACIîN MUSICAL INGLƒS AVANZADO B SISTEMAS TƒRMICOS I TEORêA DEL ARTE,FIEC04341 FIEC04358 ICQ00018 FIEC05231 ICM01941
6330,2005,3T,416 38 37 40,COMPORTAMIENTO ORGANIZACIONAL PRODUCCIîN II (1997) LOGêSTICA I LOGêSTICA I,ICM00604 CELEX00075 CELEX00067 CELEX00083
6330,2006,1T,168 416 39 953 612,INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL LOGêSTICA SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN CONCEPTOS DE ESTRUCTURA DE DATOS(TF),ICHE00885 ICM00604 CELEX00091 ICF00687 ICM01958
6330,2006,2T,722 788 447 247 415 358,FIS.EXPERIMENTAL I ECOL.EDUC.AMB. COMPORTAMIENTO ORGANIZACIONAL TRANSFERENCIA DE CALOR II COMPORTAMIENTO ORGANIZACIONAL ETNOGRAFêA Y FOLKLOR,ICM00901 FIEC03012 FIEC04655 FMAR04093 ICM01966 ICF00703
6330,2007,1T,147 197 1024 218 407,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B HERRAMIENTAS DE COLABORACIîN DIGITAL CUENTAS NACIONALES COMPORTAMIENTO ORGANIZACIONAL,ICM00166 FIEC01735 ICHE00612 FIEC04622 ICHE00893
6330,2007,2T,65 461 227 1076 216 42,INVESTIGACIîN DE OPERACIONES II ADM. RURAL Y COMERCIALIZACIîN CONTABILIDAD I (1998-3) TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) INGLƒS AVANZADO A LOGêSTICA,ICHE00877 FIEC00299 FIEC05553 FIEC00075 FIEC01800 CELEX00109
6330,2008,1T,787 463 1638 462 1505,TEC.EXP.ORAL Y ESCR. MARKETING ESTRATEGICO INGLƒS AVANZADO A MOD:EXTENS.RURAL Y COOPERAT. ECOLOGêA Y EDUCACIîN AMBIENTAL (B),FIEC01552 FIEC03319 FIEC03046 FIEC00745 FIEC05884
6330,2008,2T,1569 807 1639 292 328 631 41,SISTEMAS DE INFORMACIîN ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B TEORêA DEL ARTE TEORêA DEL ARTE RECUPERACION MEJORADA PRODUCCIîN II (1997),FIEC04366 FIEC01545 FIEC03053 FIEC01099 FIEC04382 ICHE03541 CELEX00117
6330,2009,1T,18 1567 155 1853 332,DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) QUêMICA ORGçNICA II PROTECCIONES ELECTRICA (1998) TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),FIEC02097 FIEC03459 FIEC02105 FIEC05561 FIEC06098
6330,2009,2T,154 1605 2127 1211,DISE„O Y CONTROL DE EMPAQUE INGLƒS BçSICO A MUESTREO Y DISE„O DE CUESTIONARIOS CONTROLES INDUSTRIALES ELƒCTRICOS,FIEC05306 FIEC06429 EDCOM00224 ICHE04101
6632,2005,1T,898 722 193 953 290,EDUCACIîN MUSICAL FIS.EXPERIMENTAL I INGLƒS AVANZADO B SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN TEORêA DEL ARTE,FIEC04358 ICM00901 ICQ00018 ICF00687 ICM01941
6632,2005,2T,580 65 416 37 612,DERECHO II INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL LOGêSTICA I CONCEPTOS DE ESTRUCTURA DE DATOS(TF),FIEC04341 ICHE00877 ICM00604 CELEX00067 ICM01958
6632,2006,1T,168 197 788 38 40 253 291,INGLƒS BçSICO A INGLƒS BçSICO B ECOL.EDUC.AMB. PRODUCCIîN II (1997) LOGêSTICA I SISTEMAS TƒRMICOS I TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),ICHE00885 FIEC01735 FIEC03012 CELEX00075 CELEX00083 FIEC05231 ICM01974
6632,2006,2T,461 447 1076 216 218 196,ADM. RURAL Y COMERCIALIZACIîN COMPORTAMIENTO ORGANIZACIONAL TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) INGLƒS AVANZADO A CUENTAS NACIONALES INGLƒS BçSICO A,FIEC00299 FIEC04655 FIEC00075 FIEC01800 FIEC04622 FIEC01784
6632,2007,1T,463 227 17 460 1853,MARKETING ESTRATEGICO CONTABILIDAD I (1998-3) PLANEAC.RECURSOS MANUFACTURA (IAPI) MOD:EXTENS.RURAL Y COOPERAT. PROTECCIONES ELECTRICA (1998),FIEC03319 FIEC05553 FIEC05645 FIEC00679 FIEC05561
6632,2007,2T,195 787 1638 144 292,INGLƒS AVANZADO B TEC.EXP.ORAL Y ESCR. INGLƒS AVANZADO A EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TEORêA DEL ARTE,ICHE02675 FIEC01552 FIEC03046 FIEC03426 FIEC01099
6632,2008,1T,1569 807 1639 328 631 247,SISTEMAS DE INFORMACIîN ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B TEORêA DEL ARTE RECUPERACION MEJORADA TRANSFERENCIA DE CALOR II,FIEC04366 FIEC01545 FIEC03053 FIEC04382 ICHE03541 FMAR04093
6632,2008,2T,84 18 1567 154 1505 1838,SISTEMAS DISTRIBUIDOS DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) PROTECCIONES ELECTRICA (1998),ICHE02089 FIEC02097 FIEC03459 FIEC05306 FIEC05884 FIEC00760
6632,2009,1T,936 1605 332 1079,GEOQUêMICA INGLƒS BçSICO A TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B) DIBUJO ARTêSTICO,FIEC05488 FIEC06429 FIEC06098 FIEC00190
6648,2005,1T,580 898 953 290,DERECHO II EDUCACIîN MUSICAL SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN TEORêA DEL ARTE,FIEC04341 FIEC04358 ICF00687 ICM01941
6648,2005,2T,65 416 193 953 612,INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B SIST.ELECTRîNICOS DE NAVEGACIîN PESCA Y COMUNICACIîN CONCEPTOS DE ESTRUCTURA DE DATOS(TF),ICHE00877 ICM00604 ICQ00018 ICF00687 ICM01958
6648,2006,1T,168 722 193 253 415 358,INGLƒS BçSICO A FIS.EXPERIMENTAL I INGLƒS AVANZADO B SISTEMAS TƒRMICOS I COMPORTAMIENTO ORGANIZACIONAL ETNOGRAFêA Y FOLKLOR,ICHE00885 ICM00901 ICQ00018 FIEC05231 ICM01966 ICF00703
6648,2006,2T,788 247 37 291,ECOL.EDUC.AMB. TRANSFERENCIA DE CALOR II LOGêSTICA I TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),FIEC03012 FMAR04093 CELEX00067 ICM01974
6648,2007,1T,147 197 388 218,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B INGENIERêA SANITARIA II CUENTAS NACIONALES,ICM00166 FIEC01735 FIEC05579 FIEC04622
6648,2007,2T,787 17 38 1421 936 291,TEC.EXP.ORAL Y ESCR. PLANEAC.RECURSOS MANUFACTURA (IAPI) PRODUCCIîN II (1997) HERRAMIENTAS DE COLABORACIîN DIGITAL GEOQUêMICA TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),FIEC01552 FIEC05645 CELEX00075 FIEC05405 FIEC05488 ICM01974
6648,2008,1T,195 197 1567 227 40 1422 1211,INGLƒS AVANZADO B INGLƒS BçSICO B ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) LOGêSTICA I HERRAMIENTAS DE COLABORACIîN DIGITAL CONTROLES INDUSTRIALES ELƒCTRICOS,ICHE02675 FIEC01735 FIEC03459 FIEC05553 CELEX00083 FIEC05421 ICHE04101
